source,texte
arduino monitoring zabbix3,"pinMode(rele1, OUTPUT);pinMode(rele2, OUTPUT);pinMode(rele3, OUTPUT);pinMode(rele4, OUTPUT);pinMode(rele5, OUTPUT);pinMode(rele6, OUTPUT);pinMode(rele7, OUTPUT);pinMode(rele8, OUTPUT);pinMode(rele9, OUTPUT);pinMode(rele10, OUTPUT);pinMode(rele11, OUTPUT);pinMode(rele12, OUTPUT);pinMode(rele13, OUTPUT);pinMode(rele14, OUTPUT);"
arduino monitoring zabbix3,}
arduino monitoring zabbix3,"void loop() {

EthernetClient client = server.available();
if (client) {
Serial.println(""new client"");

boolean currentLineIsBlank = true;
String vars;
int varOnOff = 0 ;
while (client.connected()) {
if (client.available()) {
char c = client.read();
Serial.print(c);

vars.concat(c);

 if ( vars.endsWith(  ""r1on"" ))
          {    
           varOnOff = 1 ;
                        
          }
              if( vars.endsWith(  ""r1off"" ))
          {
           
            varOnOff = 2 ;
            
          }
       
             if ( vars.endsWith(  ""r2on"" ))
          {    
            varOnOff = 3  ;
            
            
          }
              if( vars.endsWith(  ""r2off"" ))
          {
           
            varOnOff = 4 ;
            
          }

              if ( vars.endsWith(  ""r3on"" ))
          {    
            varOnOff = 5 ;
            
            
          }
              if( vars.endsWith(  ""r3off"" ))
          {
            
          varOnOff = 6 ;
            
          }

            if( vars.endsWith(  ""r4on"" ))     
          {    
            varOnOff = 7 ;
            
            
          }
              if ( vars.endsWith(  ""r4off"" ))
          {
            
           varOnOff =8  ;
            
          }
          
            if( vars.endsWith(  ""r5on"" ))
          {    
            varOnOff = 9 ;
            
            
          }
              if( vars.endsWith(  ""r5off"" ))
          {
            
           varOnOff = 10 ;
            
          }
          
            if( vars.endsWith(  ""r6on"" ))
          {    
            varOnOff = 11 ;
            
            
          }
              if( vars.endsWith(  ""r6off"" ))
          {
            varOnOff =  12;
            
          }

            if( vars.endsWith(  ""r7on"" ))
          {    
            varOnOff = 13 ;
            
            
          }
              if( vars.endsWith(  ""r7off"" ))
          {
            
            varOnOff =14  ;
           
          }

            if( vars.endsWith(  ""r8on"" ))
          {    
            varOnOff = 15 ;
            
            
          }
          
              if( vars.endsWith(  ""r8off"" ))
          {
            
            varOnOff = 16 ;
            
          } 
    
              if( vars.endsWith(  ""r9on"" ))
          {
            
            varOnOff = 17 ;
            
          }
          
              if( vars.endsWith(  ""r9off"" ))
          {
            
            varOnOff =18  ;
            
          }

              if( vars.endsWith(  ""r10on"" ))
          {    
           varOnOff = 19 ;
            
            
          }
          
             if( vars.endsWith(  ""r10off"" ))
          {
            
          varOnOff = 20 ;
            
          }

              if( vars.endsWith(  ""r11on"" ))
          {    
           varOnOff = 21 ;
            
            
          }
             if( vars.endsWith(  ""r11off"" ))
          {
           
            varOnOff = 22 ;
            
          }

             if( vars.endsWith(  ""r12on"" ))
          {    
            varOnOff = 23 ;
            
          }
             if( vars.endsWith(  ""r12off"" ))
          {
            
            varOnOff = 24 ;
          }
          
            if( vars.endsWith(  ""r13on"" ))
          {    
            varOnOff = 25 ;
            
            
          }
              if( vars.endsWith(  ""r13off"" ))
          {
            
            varOnOff = 26 ;
            
          }
          
           if( vars.endsWith(  ""r14on"" ))
          {    
           varOnOff =  27;
            
            
          }
              if( vars.endsWith(  ""r14off"" ))
          {
            
          varOnOff =  28;
            
          }
          
          if( vars.endsWith(  ""rton"" ))
          {    
            varOnOff = 33 ;
            
            
          }
              if( vars.endsWith(  ""rtoff"" ))
          {
            
            varOnOff =34  ;
           
          }"
arduino monitoring zabbix3,"if (c == '\n' && currentLineIsBlank) {
client.println(""HTTP/1.1 200 OK"");
client.println(""Content-Type: text/html"");
client.println(""Connnection: close"");
client.println();

 if ( varOnOff == 1 )
          {    
            digitalWrite(rele1, HIGH);            
            client.println(""Ligando Rele 1"");
                        
          }
              if( varOnOff ==2)
          {
           
            digitalWrite(rele1, LOW);    
            client.println(""Desligando Rele 1"");
            
          }
       
             if ( varOnOff ==3)
          {    
            digitalWrite(rele2, HIGH);            
            client.println(""Ligando Rele 2"");
            
            
          }
              if(varOnOff ==4)
          {
           
            digitalWrite(rele2, LOW);    
            client.println(""Desligando Rele 2"");
            
          }

              if ( varOnOff ==5)
          {    
            digitalWrite(rele3, HIGH);            
            client.println(""Ligando Rele 3"");
            
            
          }
              if(varOnOff ==6)
          {
            
            digitalWrite(rele3, LOW);    
            client.println(""Desligando Rele 3"");
            
          }

            if( varOnOff ==7)     
          {    
            digitalWrite(rele4, HIGH);           
            client.println(""Ligando Rele 4"");
            
            
          }
              if ( varOnOff ==8)
          {
            
            digitalWrite(rele4, LOW);    
            client.println(""Desligando Rele 4"");
            
          }
          
            if( varOnOff ==9)
          {    
            digitalWrite(rele5, HIGH);            
            client.println(""Ligando Rele 5"");
            
            
          }
              if( varOnOff ==10)
          {
            
            digitalWrite(rele5, LOW);    
            client.println(""Desligando Rele 5"");
            
          }
          
            if( varOnOff ==11)
          {    
            digitalWrite(rele6, HIGH);            
            client.println(""Ligando Rele 6"");
            
            
          }
              if( varOnOff ==12)
          {
            
            digitalWrite(rele6, LOW);    
            client.println(""Desligando Rele 6"");
            
          }

            if( varOnOff ==13)
          {    
            digitalWrite(rele7, HIGH);            
            client.println(""Ligando Rele 7"");
            
            
          }
              if( varOnOff ==14)
          {
            
            digitalWrite(rele7, LOW);   
            client.println(""Desligando Rele 7"");
           
          }

            if(varOnOff ==15)
          {    
            digitalWrite(rele8, HIGH);            
            client.println(""Ligando Rele 8"");
            
            
          }
          
              if( varOnOff ==16)
          {
            
            digitalWrite(rele8, LOW);   
            client.println(""Desligando Rele 8"");
            
          } 
    
              if( varOnOff ==17)
          {
            
            digitalWrite(rele9, HIGH);    
            client.println(""Ligando Rele 9"");
            
          }
          
              if( varOnOff ==18)
          {
            
            digitalWrite(rele9, LOW);    
            client.println(""Desligando Rele 9"");
            
          }

              if( varOnOff ==19)
          {    
            digitalWrite(rele10, HIGH);           
            client.println(""Ligando Rele 10"");
            
            
          }
          
             if( varOnOff ==20)
          {
            
            digitalWrite(rele10, LOW);    
            client.println(""Desligando Rele 10"");
            
          }

              if( varOnOff ==21)
          {    
            digitalWrite(rele11, HIGH);         
            client.println(""Ligando Rele 11"");
            
            
          }
             if( varOnOff ==22)
          {
           
            digitalWrite(rele11, LOW);    
            client.println(""Desligando Rele 11"");
            
          }

             if(varOnOff ==23)
          {    
            digitalWrite(rele12, HIGH);           
            client.println(""Ligando Rele 12"");
            
            
          }
             if( varOnOff ==24)
          {
            
            digitalWrite(rele12, LOW);    
            client.println(""Desligando Rele 12"");
            
          }
          
            if( varOnOff ==25)
          {    
            digitalWrite(rele13, HIGH);          
            client.println(""Ligando Rele 13"");
            
            
          }
              if( varOnOff ==26)
          {
            
            digitalWrite(rele13, LOW);   
            client.println(""Desligando Rele 13"");
            
          }
          
           if( varOnOff ==27)
          {    
            digitalWrite(rele14, HIGH);           
            client.println(""Ligando Rele 14"");
            
            
          }
              if( varOnOff ==28)
          {
            
            digitalWrite(rele14, LOW);   
            client.println(""Desligando Rele 14"");
            
          }

             

         if( varOnOff ==33)
          {    
            digitalWrite(rele1, HIGH);   digitalWrite(rele2, HIGH);digitalWrite(rele3, HIGH); digitalWrite(rele4, HIGH); digitalWrite(rele5, HIGH);                                                                                    digitalWrite(rele6, HIGH); 
           digitalWrite(rele7, HIGH);   digitalWrite(rele8, HIGH);digitalWrite(rele9, HIGH); digitalWrite(rele10, HIGH); digitalWrite(rele11, HIGH); digitalWrite(rele12, HIGH);
           digitalWrite(rele13, HIGH);   digitalWrite(rele14, HIGH);           
            client.println(""Ligando Rele Todos"");
                
          }
              if( varOnOff ==34)
          {
            
            digitalWrite(rele1, LOW);   digitalWrite(rele2, LOW);digitalWrite(rele3, LOW); digitalWrite(rele4, LOW); digitalWrite(rele5, LOW); digitalWrite(rele6, LOW); 
           digitalWrite(rele7, LOW);   digitalWrite(rele8, LOW);digitalWrite(rele9, LOW); digitalWrite(rele10, LOW); digitalWrite(rele11, LOW); digitalWrite(rele12, LOW);
           digitalWrite(rele13, LOW);   digitalWrite(rele14, LOW);             
            client.println(""Desligando Rele Todos"");
           
          }
 
break;
}
if (c == '\n') {

currentLineIsBlank = true;
} 
else if (c != '\r') {

currentLineIsBlank = false;
}
}
}

delay(1);

client.stop();
Serial.println(""client disonnected"");
}
}"
arduino monitoring zabbix3,"Coloquei o gateway e submascara ontem ainda nao testei, tb nao sei se muda muita coisa. (outra coisa que fiz foi colocar no roteador o mac dos arduino e fixando o ip)"
arduino monitoring zabbix3,Se puder me ajudar agradeço.
arduino monitoring zabbix3,Estás a usar um mega?
arduino monitoring zabbix3,Nao é um arduino uno
arduino monitoring zabbix3,arduino.txt(12.5 KB)
arduino monitoring zabbix3,E isso cabe tudo lá????
arduino monitoring zabbix3,"Podes estar a ficar sem memória... reparei que estás a usar a String e isso pode acontecer. No entanto, o shield bloqueia se tiver dados numa socket que não foram lidos."
arduino monitoring zabbix3,Então convém garantir que não tens nada numa socket antes de fechares a ligacão. Estás a fazer isso aqui?
arduino monitoring zabbix3,"Bubulindo,"
arduino monitoring zabbix3,nao sei como fazer isso que voce disse.
arduino monitoring zabbix3,os dados que mando é com se fosse pelo browser (192.168.1.50/comando) (exemplo de comando: r1on ou 1off)
arduino monitoring zabbix3,"No meu programa (delphi) tenha a funçao de salvar o ultimo estado de cada porta (rele). Quando mando essa funçao de verificar (varrer) os reles que estavam ligados e então religalos, é quando ele mais trava. Nao sei se é informaçao de mais pra ele nesse momento. (apesar de ter um delay entre cada comando de ligar)."
arduino monitoring zabbix3,Em relação a memoria ele ultiliza 16.222bytes (maximo 32.256 bytes) Ultilizo metade da memoria.
arduino monitoring zabbix3,Quem te dera que o chip tivesse 32k de memória RAM...
arduino monitoring zabbix3,Tem muito menos e pode ser isso que te está a bloquear o programa.
arduino monitoring zabbix3,client.flush();
arduino monitoring zabbix3,Limpa o buffer do client. Ou então podes fazeR:
arduino monitoring zabbix3,while (client.available() >0) client.read();
arduino monitoring zabbix3,em qual parte do meu codigo eu uso o: client.flush();
arduino monitoring zabbix3,Antes do client.stop()...
arduino monitoring zabbix3,"Ok, eu posso colocar cartao de memria no w5100 para resolver problema de memoria?Colocando esse cartao eu irei ocupar a porta 4?"
arduino monitoring zabbix3,"Não sabes o significado de memoria RAM, pois não?"
arduino monitoring zabbix3,Random-access memory
arduino monitoring zabbix3,"Random-access memory (RAM; /ræm/) is a form of computer memory that can be read and changed in any order, typically used to store working data and machine code. A random-access memory device allows data items to be read or written in almost the same amount of time irrespective of the physical location of data inside the memory, in contrast with other direct-access data storage media (such as hard disks, CD-RWs, DVD-RWs and the older magnetic tapes and drum memory), where the time required t RAM..."
arduino monitoring zabbix3,"Ok, eu acha que estavamos falando de mem. rom."
arduino monitoring zabbix3,"Coloquei o flush, ta em teste. Em relaçao ao resto da programaçao esta ok? (pois vc disse que o problema poderia ser a programaçao)"
arduino monitoring zabbix3,Em outro forum de indicaram os seguintes teste: (pode me disser se cabe fazer realmente algum desses teste)
arduino monitoring zabbix3,O condensador é a única que me parece realmente poder causar o que vês... o watchdog está desactivado de certeza.
arduino monitoring zabbix3,Galera estou com o seguinte problema:
arduino monitoring zabbix3,"O meu Ethernet Shield está travando e não sei o motivo, estou monitorando o Arduino através de rede local com o Zabbix.Observe no gráfico do zabbix as falhas de conexão:"
arduino monitoring zabbix3,"Se alguém puder ajudar, eu envio o código utilizado...Obrigado."
arduino monitoring zabbix3,patrickcassaro:Galera estou com o seguinte problema:
arduino monitoring zabbix3,"O meu Ethernet Shield está travando e não sei o motivo, estou monitorando o Arduino através de rede local com o Zabbix.Observe no gráfico do zabbix as falhas de conexão:"
arduino monitoring zabbix3,"Se alguém puder ajudar, eu envio o código utilizado...Obrigado."
arduino monitoring zabbix3,//Programa : Arduino Ethernet Shield W5100 e HC-SR04//Alteracoes e adaptacoes : FILIPEFLOP////Baseado no programa exemplo de//by David A. Mellis e Tom Igoe
arduino monitoring zabbix3,#include<SPI.h>#include<Ethernet.h>#defineMAX_CMD_LENGTH 25
arduino monitoring zabbix3,"//Definicoes de IP, mascara de rede e gatewaybyte mac[] = { 0xDE, 0xAD, 0xBE, 0xEF, 0xFE, 0xED };IPAddress ip(192,168,25,64); //Define o endereco IPIPAddress gateway(192,168,25,1); //Define o gatewayIPAddress subnet(255,255,255,0); //Define a máscara de rede"
arduino monitoring zabbix3,//Inicializa o servidor web na porta 10050EthernetServer servidor(10051);EthernetClient cliente;
arduino monitoring zabbix3,String cmd; //Recebe o comando do zabbixboolean conectado=false;float contador=0;float pinoPluviometro=13;int pinoLed=7;
arduino monitoring zabbix3,"void setup(){pinMode(13, INPUT);//Inicializa a interface de redeEthernet.begin(mac, ip, gateway, subnet);"
arduino monitoring zabbix3,servidor.begin();Serial.begin(9600);
arduino monitoring zabbix3,}
arduino monitoring zabbix3,void loop() {
arduino monitoring zabbix3,"//Aguarda conexao do browsercliente = servidor.available();calcularChuva();if (cliente) {if(!conectado){cliente.flush();conectado=true;Serial.println(""Conectado"");}"
arduino monitoring zabbix3,if(cliente.available()>0){recebeComando(cliente.read());
arduino monitoring zabbix3,}}}
arduino monitoring zabbix3,"void calcularChuva(){if (digitalRead(pinoPluviometro)==HIGH) {Serial.println(""Calculando chuva"");if (digitalRead(pinoPluviometro)==LOW){contador += 0.28;delay(100);"
arduino monitoring zabbix3,}}}
arduino monitoring zabbix3,"void recebeComando(char c){if(cmd.length() == MAX_CMD_LENGTH) {cmd = """";}cmd += c;if(c == '\n') {if(cmd.length() > 2) {// remove \r and \n from the stringSerial.println(cmd);cmd = cmd.substring(0,cmd.length() - 1);tratarComando();"
arduino monitoring zabbix3,}}}
arduino monitoring zabbix3,"void tratarComando(){// if(cmd.equals(""agent.ping"")){// servidor.println(""1"");// Serial.println(""Ping: 1"");// cliente.stop();// }// else if(cmd.equals(""version"")){// servidor.println(""1.1"");// cliente.stop();// }if(cmd.equals(""chuva"")){Serial.println(""String recebida !"");float c = contador;//servidor.println(contador);servidor.println(c);Serial.println(c);Serial.println(""mm"");"
arduino monitoring zabbix3,"cliente.stop();delay(100);}else {servidor.println(""ZBX_NOTSUPPORTED"");cliente.stop();Serial.println(""ZBX_NOTSUPPORTED"");Serial.println(cmd);}cmd="""";}"
arduino monitoring zabbix3,"Consegui resolver meu problema com o W5100 travando da seguinte forma, baixando a velocidade de comunicação ICSP entre o arduino e o W5100 mudei de 14MHz para 8MHz é so alterar o arquivo W5100.h#defineSPI_ETHERNET_SETTINGS SPISettings(8000000, MSBFIRST, SPI_MODE0) dentro da biblioteca ETHERNET na IDE do arduino."
arduino monitoring zabbix3,Related topics
arduino monitoring zabbix3,"Powered byDiscourse, best viewed with JavaScript enabled"
arduino monitoring zabbix4,"Projet ""domotique"", faisabilité"
arduino monitoring zabbix4,"Bonjour,"
arduino monitoring zabbix4,"dans le but de remplacer l'automate industrielle qui pilote ma maison, j'envisage une solution PC fanless + carte d'E/S.La solution arduino est séduisante car elle me permettrait d'avoir un mode dégradé en cas de problème avec le PC, en redonnant la main à la carte d'E/S pour assurer un service minimum (pas question que mon épouse reboote le pc dans le noir lol)"
arduino monitoring zabbix4,Mais mon besoin en E/s dépasse le nombre d'E/S disponible sur une seule carte.
arduino monitoring zabbix4,Ma première question sera donc:
arduino monitoring zabbix4,"_peut-on facilement faire communiquer plusieurs cartes entre elle, afin d'avoir une seule carte ""maitre"" qui communiquerait avec le PC d'un coté, et les autres cartes de l'autre côté ?"
arduino monitoring zabbix4,"Enfin, quelqu'un a-t-il déjà réalisé ce type de projet domotique basé totalement ou en partie sur des arduino ?"
arduino monitoring zabbix4,"Précision: je suis automaticien à la base, pas expert en électronique, ni même en informatique, mais j'aime les défis et je préfère 1000 fois une solution ""home made"" à une solution 100% tout fait. Je suis touche à tout, comme tout le monde ici je pense."
arduino monitoring zabbix4,Merci d'avance pour vos réponses
arduino monitoring zabbix4,Gromain59
arduino monitoring zabbix4,il existe la platine wirring qui a plus d'entree et de sortie
arduino monitoring zabbix4,"Il existe des circuits qui permettent d'étendre le nombre d'entrées/sorties et qui se pilotent via I2C : comme c'est un bus adressable, on peut utiliser plusieurs de ces circuits pour multiplier les I/O."
arduino monitoring zabbix4,"Par contre, ce sera des I/O numériques simples : du fait de la liaison I2C, impossible de les utiliser en PWM ou avec un timer, mais pour de la domotique cela me semble l'idéal !"
arduino monitoring zabbix4,"Exemple : le PCF8574 ou mieux (parait-il), le PCA9554."
arduino monitoring zabbix4,"Merci gearmat, mais quelle est cette carte ? une arduino ? as tu plus d'info ?"
arduino monitoring zabbix4,je pense qu'il doit etre possible d'utiliser plusieurs Diecimila ou Duemilanove ensemble pour étendre le nombre d'E/S disponible ?
arduino monitoring zabbix4,"Concernant l'I2C, je vais me renseigner, car je n'ai besoin que d'I/O numerique. Et si en plus cela me permet de répartir les besoins dans toute la maison au moyen d'un bus, c tout bon !"
arduino monitoring zabbix4,Gromain59
arduino monitoring zabbix4,"Wiring est le nom d'une carte similaire à l'Arduino mais avec plus de pattes (d'ailleurs le logiciel Arduino est issu d'une partie du logiciel Wiring il me semble). Avec un seul ""r"", tu trouveras des références (sur le site de Make:zine par exemple)."
arduino monitoring zabbix4,"Ton besoin est exactement celui-là : un expander de GPIO numériques. Si tu veux câbler toute ta maison, il faudra des répéteurs pour allonger la liaison I2C à son maximum (mais le mieux reste plusieurs Arduino connectées sans fil via XBee, grâce au multipoint 802.15.4)"
arduino monitoring zabbix4,Encore mieux : 15 I/O en un seul circuit :http://www.arduino.cc/cgi-bin/yabb2/YaBB.pl?num=1231672744
arduino monitoring zabbix4,"Je me suis un peu renseigné sur Wiring. Effectivement le nombre d'E/S est nettement plus important. Par contre, je ne suis pas sur de pouvoir bénéficier du même support technique en français qu'ici ?"
arduino monitoring zabbix4,"Les solutions I2C et XBee me plaisent bien, mais les temps de réponses ne sont pas trop allongés ?"
arduino monitoring zabbix4,"J'ai chez moi un réseau de capteurs de temperature 1-wire, et les temps de réponse sont assez long. Mais ce n'est peut etre pas comparable. D'ailleurs, j'ai été surpris de voir que l'arduino savait parfaitement gérer du1-wire ! c'est un plus."
arduino monitoring zabbix4,Une idée de la portée max de l'I2C sans répéteur ?
arduino monitoring zabbix4,"Enfin, j'ai trouvé ceci:http://www.arduino.cc/en/Tutorial/ShiftOutpour une extension de sortiehttp://www.arduino.cc/en/Tutorial/ShiftInpour une extension d'entrée"
arduino monitoring zabbix4,Pour les capteurs de températures ds1820 il y a unsujet.
arduino monitoring zabbix4,"Pour un bus I2C standard à 100 kHz, ne compte pas plus de 3 mètres, et encore ça dépend du câble utilisé (avec blindage, paires torsadées, etc..)."
arduino monitoring zabbix4,"Jean-Francois,je me servirai largement de ton travail pour implementer mes capteurs de température dans mon projet Arduino. Merci pour le lien."
arduino monitoring zabbix4,"Luj06,effectivement, l'I2C sera ok pour étendre mes E/S mais en restant à proximité."
arduino monitoring zabbix4,"Avez-vous une idée de solution autre que sans fil pour déporter des E/S ? (et or I2C, vu la portée). Il doit bien exister un bus longue distance que la carte saurait gérer. (exemple RS485 ici:http://gdallaire.net/blog/?tag=network"
arduino monitoring zabbix4,"Quand je parlais de répéteur, c'est pas la seule solution. On peut placer une puce au début de la ligne pour réduire l'impédance et permettre une plus longue distance."
arduino monitoring zabbix4,"Et pour allonger la distance simplement, utilise une paire de fils torsadés avec un blindage."
arduino monitoring zabbix4,"Sur la page I2C de notre site (I2C - PoBot), tu trouveras la datasheet du P82B715 de Philips."
arduino monitoring zabbix4,"Pour avoir une carte mère qui pilote les autres, c'est faisable:http://www.liquidware.com/shop/show/QCT/QuadCore+Tower+Kitpour avoir plus d'E/S d'origine, il y a la sanguino :Contact SupportElle n'est pas 100% compatible mais tres proche.Sinon la wiring doit être est bien mais un peu chère a mon gout ."
arduino monitoring zabbix4,Merci pour ces liens.
arduino monitoring zabbix4,"avec toutes ces infos, difficile de faire un choix...sanguino me tente bien, mais je pense qu'il est plus raisonnable que je me fasse la main sur arduino d'abord. Surtout qu'en electronique je suis un peu beaucoup limite."
arduino monitoring zabbix4,"Pouvez vous me conseiller sur ce qu'il me faudrait comme type de composants et accessoires courant pour commencer, genre la boite à outil du parfait petit électronicien ? je pense notamment à ces plaques d'essais (breadboard) qui ont l'air bien pratique.L'idée est de pouvoir interfacer les entrées/sorties en 12 ou 24V, donc résistances, optocoupleur ou transistor..."
arduino monitoring zabbix4,Merci...
arduino monitoring zabbix4,en 12 et 24 volts c'est carrément des relais !
arduino monitoring zabbix4,"Oui, il te faut une breadboard (plaque d'essai) et des ponts déjà tout fait à différentes longueurs."
arduino monitoring zabbix4,"Avec l'Arduino, il existe des ""shield"" qui se branchent sur le dessus. J'ai utilisé un shield ""protoshield"" et mis une mini breadboard dessus, c'est vraiment chouette car compact et pratique à la fois."
arduino monitoring zabbix4,"Les transistors Tip120 (NPN) et Tip125 (PNP) supportent 60 volts et 5 Ampères, les Tip122 et Tip127, 100 volts et 5 Ampères également, 8 Ampères en pointe pour les deux séries, suivant l'utilisation en 12/24 volts cela peut suffire sans relais."
arduino monitoring zabbix4,Pour le bread-board c'est effectivement indispensable.
arduino monitoring zabbix4,"Merci pour l'info Jean-François, je ne savais pas car mon réflexe est de passer aux relais. Toutes mes excuses !"
arduino monitoring zabbix4,La commande de ma maison est actuellement en 24 volts (automate industriel oblige).L'automate commande l'éclairage 220V~ via des relais 24VDC. Je peux les remplacer par des 12VDC à terme.Il me faudra donc concevoir une interface entre les sorties de l'arduino et ces relais. Il me semble avoir vu un exemple de montage sur le site.Je vais voir pour ces transistors (des exemples ?)
arduino monitoring zabbix4,Merci pour vos réponses. Je vais bientôt passer commande (probablementnkcelectronics.com?)
arduino monitoring zabbix4,"plus je me renseigne, plus les possibilités offertes par cette carte m'épate..."
arduino monitoring zabbix4,"Aucun soucis LUJ06... pour le peu que je connais en électronique, je pense que tu m'en apprendra bien plus."
arduino monitoring zabbix4,Par contre Gromain il ne faut pas hésiter à rechercher des datasheets et à les consulter
arduino monitoring zabbix4,"J'achète pas mal de chose sur Ebay, les vendeurs chinois en plus de faire des prix dérisoire souvent offre le port, c'est assez intéressant."
arduino monitoring zabbix4,Autrement un Ebayer italien m'a vendu 300 optocoupleurs pour quelques Euros...
arduino monitoring zabbix4,"Vous achetez où vos arduino et accessoires, directement sur ebay ? j'ai un peu de mal avec... je n'ai jamais osé y acheté, qui plus est chez les chinois."
arduino monitoring zabbix4,"Mais c'est vrai que pour des composants électronique, ils sont imbattables."
arduino monitoring zabbix4,"J'ai acheté des Arduino chez un fournisseur italien, mais j'ai été un peu déçu, maintenant j'ai trouvé un fournisseur en Suisse qui me convient très bien, en France je ne sais pas."
arduino monitoring zabbix4,Regarde également sur le site deMaxim.
arduino monitoring zabbix4,"J'achète essentiellement sur Sparkfun pour les composants ""modernes"" (Arduino, cartes, capteurs) et Gotronic pour les composants électroniques de base et les produits de chez Devantech."
arduino monitoring zabbix4,Related topics
arduino monitoring zabbix4,"Powered byDiscourse, best viewed with JavaScript enabled"
arduino monitoring zabbix5,Arduino  + ENC28J60 +SNMP  +Zabbix
arduino monitoring zabbix5,I have a bundle :Arduino UNO R3 2014 - ATmega328P AU AVRDS18B20 -sensor temperatureEthernet ENC28J60
arduino monitoring zabbix5,There is a task - monitoring the value through zabbixHow can such an interaction be organized?
arduino monitoring zabbix5,what can you advise?
arduino monitoring zabbix5,DON'T CROSS POST!!!!!!!!!!!!!!!!!!!!http://forum.arduino.cc/index.php?topic=567300I HAVE REPORTED THIS THREAD TO THE MODERATORS
arduino monitoring zabbix5,Related topics
arduino monitoring zabbix5,"Powered byDiscourse, best viewed with JavaScript enabled"
arduino monitoring zabbix6,Projekt: Arduino in Haus und Garten
arduino monitoring zabbix6,"Hallo zusammen,"
arduino monitoring zabbix6,"nachdem ich mich ein wenig mit dem Arduino vertraut gemacht habe (433MHz Funkthermometer decodieren, Funksteckdosen schalten, 1-Wire Sensoren auslesen, all das via UDP unicast/broadcast ans Heimnetz anbinden etc.), will ich mein erstes ""großes"" Projekt starten: Stück für Stück will ich das Haus und den Garten mit Sensorik und teils auch Steuerung (z.B. Jalousien wetterabhängig) ausstatten. Angehen will ich zunächst die Thematik der Temperatursensoren."
arduino monitoring zabbix6,"Nachdem ich mit billigen Funk-Sensoren rumgetestet habe, bin ich davon wieder abgekommen. Einerseits ist die Genauigkeit nicht besonders hoch (+-2 °C - da zeigen zwei nebeneinanderliegende Sensoren auch mal knapp 4°C Differenz an). Anderseits ist die Haltbarkeit im Außeneinsatz recht begrenzt: Die Batterien machen schnell schlapp, die Kontakte korrodieren schon nach 1/2 Jahr deutlich, die Reichweite bei voller Batterie ist inzwischen drastisch gesunken. Kurzum, sie sollen durch Arduinos ersetzt werden. Als Sensoren sollen 1-Wire-Sensoren eingesetzt werden (DS1820 oder DS18B20)."
arduino monitoring zabbix6,"Momentan plane ich ein System mit verteilten Arduinos:Ein Arduino sitzt in einem (trockenen und frostfreien) Schuppen. Dieser misst die Innentemperatur (und soll später nen Heizlüfter ansteuern um Frostfreiheit zu erhalten). Zusätzlich werden mind. 2 Sensoren herausgeführt, um einen ""ordentlichen"" Außentemperaturwert zu erhalten: das Minimum aus den Außensensoren, so dass der Effekt direkter Sonneneinstrahlung kompensiert wird. Ein weiterer Sensor wird zum Pool geführt und misst die Temperatur dort. Allerdings ist die Leitung dort hin mind. 30m lang - je nachdem, wo ich die langlege - keine Ahnung, ob darüber das 1-Wire funktioniert."
arduino monitoring zabbix6,"Ein weiterer Arduino könnte statt der ""langen Leitung"" direkt beim am Pool verbaut werden und die Temperatur direkt dort messen."
arduino monitoring zabbix6,"Der dritte Arduino läuft im Haus, sammelt dort Temperaturen und empfängt die Werte der anderen Arduinos via 433 MHz oder ähnlichem. Dieser hängt via Ethernet Shield am LAN und broadcasted alle eingehenden Messwerte ca. 1x pro Minute via UDP. Die Arduinos laufen also als eine Art 1-Wire zu Ethernet Gateway - zwischendurch ggf. noch mit einer Funk-Strecke. Ein kleiner Server im Haus sammelt die Temperaturwerte ein und verarbeitet/visualisiert etc. den kram. Hier steckt später die ganze ""Intelligenz""."
arduino monitoring zabbix6,"Soweit der Plan. Ich habe ein paar Detail-Fragen und Ideen, die ich ich eigenen Threads diskutieren würde. In diesem Thread will ich über die gefundenen Lösungen berichten, Erfahrungen austauschen und freue mich natürlich über alle Kommentare und Ideen dazu."
arduino monitoring zabbix6,"Viele Grüße,Michael."
arduino monitoring zabbix6,"Hallo,"
arduino monitoring zabbix6,ein Ähnliches Projekt habe ich auch in meiner Planung. Ich will zum Beispiel für mein Zimmer im Haus einen Arduino Server installieren. Denke da auch an einen 1-Wire Temperatursensor der da auch so 5-10 M entfernt aus dem Fenster hängen sollte.
arduino monitoring zabbix6,"Sowas sollte locker realisierbar sein oder sehe ich das schon falsch?? hast du da schon erfahrungen sammeln können wegen der Strecke?Eine Idee für deine Übertragung wäre auch die einer via optischer Lichtleiter, denen große entfernungen nichts ausmachen und auch recht dünne kabel sein können. Da könntest du eventuell sogar nur einen Arduino brauchen ^^"
arduino monitoring zabbix6,"Ich habe auch noch in Planung Fenstermagnet Klips zu befestigen, die dann zum beispiel bei 2 Tage ungeöffnetem Zustand alarm via Twitter schlagen. Eine LED leiste, die sich farblich verändern kann steht auch ganz oben auf meiner to-do liste. Um diese steuern zu können bräuchte ich aber auch gut 2-5 m Kabel an den Verschiedenen Abschnitte. Sollten solche entfernungen realisierbar ein? Unteranderem müsste da 12V durchgeschleußt werden."
arduino monitoring zabbix6,"Eine Idee / frage wäre noch, wie die deine Daten dann abrufst? Man könnte da jetzt zum beispiel auch eine Smartphone Steuerung drauf aufbauen. Das ist eines meiner Ziele, für Apple geräte zumindest"
arduino monitoring zabbix6,Gruß Flo
