source,texte
arduino security4,Related topics
arduino security4,"Powered byDiscourse, best viewed with JavaScript enabled"
arduino security5,Security Breach in Arduino IDE 1.8.19
arduino security5,"Hello,"
arduino security5,I had a VERY concerning thing happen when I rebooted my PC tonight.
arduino security5,After it rebooted Arduino IDE Automatically opened the Last Sketch I was using and the Previous Sketch I was using.
arduino security5,This is VERY Strange.
arduino security5,The last Sketch I was using had a NEW LINE added to the top of it. I did not add it and I have never used this Library. This is what was added
arduino security5,#include<SpacebrewYun.h>
arduino security5,Does anyone know how my PC was hacked and how that was added to the last Sketch I was using ?
arduino security5,Should I removed Arduino IDE and NEVER use it again ?
arduino security5,This is VERY concerning that a remote person can add an item to one of my Sketches.
arduino security5,"nothingin what you say is proof that there was a remote access performed. You are jumping very fast to conclusions... Although I never saw that, it could just be a bug in the IDE adding a library (there is a menu that does just that, add an include ) or a feature because the IDE noticed it was missing"
arduino security5,If you did not save the file ➜ check if the line is actually in the file
arduino security5,Fair comment. I never considered a bug in IDE.
arduino security5,"After the PC rebooted and IDE came up, when I noticed the#Includehad been added to the Sketch I deleted the line and saved it."
arduino security5,Are you aware of any menu that might add that Library Automatically ?
arduino security5,I am just concerned about a line being added to my Sketch after the PC was rebooted.
arduino security5,I googled that Library and to be honest i am not sure I would trust them. They do have a web sit atspacebrew.cc
arduino security5,I don't have that Library installed. First thing I did was search my PC for any signs of it.
arduino security5,I googled that Library and to be honest i am not sure I would trust them. They do have a web site atspacebrew.cc
arduino security5,the library is documented hereSpacebrewYun - Arduino Referenceand you can see the wholesource code here(no longer be maintained by Arduino) if you want to dig into what it does.
arduino security5,Spacebrew does not seem to be active anymore for years...
arduino security5,Are you aware of any menu that might add that Library Automatically ?
arduino security5,"automatically no, especially if it's not installed on your machine"
arduino security5,I had a VERY concerning thing happen when I rebooted my PC tonight.
arduino security5,After it rebooted Arduino IDE Automatically opened the Last Sketch I was using and the Previous Sketch I was using.
arduino security5,This is VERY Strange.
arduino security5,Arduino IDE opening the previous sketches is the normal and intended  behavior.
arduino security5,"It is not clear to me whether you also are saying that Arduino IDE itself started automatically after reboot. Arduino IDE itself should not do that, but the operating system can restore the previous session after rebooting."
arduino security5,I don't have that Library installed. First thing I did was search my PC for any signs of it.
arduino security5,"Unless you manually deleted it, you do have the library installed because it is part of the Arduino IDE 18.19 installation. You will find it at thelibraries/SpacebrewYunsubfolder of your Arduino IDE installation folder. It has been part of all Arduino IDE 1.x installations for the last 9 years:"
arduino security5,Are you aware of any menu that might add that Library Automatically ?
arduino security5,"It depends on what you mean by ""add"" and by ""automatically""."
arduino security5,"If you selectSketch > Include Library > SpacebrewYunfrom the Arduino IDE menus, the IDE adds this to the top of the sketch you have open:"
arduino security5,#include <SpacebrewYun.h>
arduino security5,But it should only do that if you select that item from the menus. The IDE should not ever add this line to your sketch without any direct action on your part.
arduino security5,I googled that Library and to be honest i am not sure I would trust them.
arduino security5,"I suspect Arduino had some sort of a partnership (not necessarily in a business sense) with them at the time the library was added to the IDE. At that time, theArduino Yunboard was Arduino's primary offering in the network connected/Internet of things space."
arduino security5,"I would not be suspicious about the Spacebrew company specifically. Perhaps you could be suspicious that some malicious actor without any involvement in the company is trying to sneak this library into your sketch so that they can do something naughty with your Arduino board. They would have to do quite a bit more than simply get the#includedirective into your sketch though, and even that alone would only cause your sketch to no longer compile unless you happened to be using a Yun."
arduino security5,I am aware that when running IDE it always opens the last Sketch used. I have been using IDE for a long time. Many hundreds of hours with it. I Published my most recent project on the project Hub about a week ago.
arduino security5,You might be correct that IDE was already open and after the reboot Windows re-opened IDE. I am not sure about that though.
arduino security5,I have not manually deleted that Library. I did do a Windows Search for SpacebrewYun.h but it was not found. Maybe the search failed. I will check tonight when I get home from work and check the Library folder under the IDE Install folders. I did check the ZIP download from work and it is included. But I used the MSI Install files at home.
arduino security5,What has me concerned is that SpacebrewYun.h is not just an Arduino project anymore. From what I can tell from the Spacebrew.cc web page is that it now supports many OS's.
arduino security5,SpacebrewYun.h is not just for the YUN anymore. On the Github page it says it supports almost all the Arduino boards now.
arduino security5,If this was just a glitch in IDE then i would not be concerned. But I don't have any proof either way. An IDE Glitch or a Hacker got in thru IDE.
arduino security5,SpacebrewYun.h is not just an Arduino project anymore. From what I can tell from the Spacebrew.cc web page is that it now supports many OS's.
arduino security5,Please provide a link to where I can find that information. I did a quick browse ofhttp://docs.spacebrew.cc/and didn't find it.
arduino security5,SpacebrewYun.h is not just for the YUN anymore. On the Github page it says it supports almost all the Arduino boards now.
arduino security5,Please tell me where I can find that information. I just looked at the library's GitHub repository and I see this:
arduino security5,https://github.com/arduino-libraries/SpacebrewYun#spacebrew-library-for-arduino
arduino security5,This library allows an Arduino Yun to connect to the Spacebrew service.
arduino security5,https://github.com/arduino-libraries/SpacebrewYun/blob/master/library.properties#L4
arduino security5,sentence=Enables the communication between interactive objects using WebSockets.For Arduino Yún only.
arduino security5,It's actually a bit vague on their web site. My assumption is based on the Java Scripts they use as samples. I am pretty sure Arduino doesn't use Java.
arduino security5,I can't go to that web site from my Internet connection at work. I get a warning that it's an unsafe web site. I will have a better look tonight when I get home.
arduino security5,"It's under the ""Compatibilty"" Item"" on this page"
arduino security5,"It says Compatible with Micro, Leonardo, Mega, Nano, Uno, Yun."
arduino security5,"It's under the ""Compatibilty"" Item"" on this page"
arduino security5,"It says Compatible with Micro, Leonardo, Mega, Nano, Uno, Yun."
arduino security5,Thanks for the clarification. That list is automatically generated based on this line of the library's metadata:
arduino security5,https://github.com/arduino-libraries/SpacebrewYun/blob/master/library.properties#L8
arduino security5,architectures=avr
arduino security5,"The metadata specifies compatibility with theavrarchitecture, so the library reference generation program simply lists all the active official boards that use an AVR-based microcontroller. There is no way for a machine to determine compatibility on a board level granularity though because the library metadata system only provides architecture level granularity, and there may be significant variation among the boards of that architecture."
arduino security5,"This variation is very significant when it comes to the Yun. The Yun does have an AVR ATmega32U4 microcontroller, but it uses an Atheros AR9331 module running Linux for its network communication capability. Other than the other Yun variants (e.g.,Yun Mini,Industrial 101) which aren't even on that list due to being long retired, none of the AVR boards have this module, and so can't be used with the library."
arduino security5,I can't go to that web site from my Internet connection at work. I get a warning that it's an unsafe web site
arduino security5,Most of the time it means they use https with an issue with their  certificate or plain http and no encryption for login/pwd. Because such sites are more fragile (you can pretend your are them if you manage to trick the DNS and point elsewhere) modern browsers do warn you.
arduino security5,As said above including a deprecated library targeting boards that are obsolete in many ways and which code is in public domain and pre installed through a signed process with the IDE offers limited hijacking capabilities…
arduino security5,If I were a hacker that’s not were I would spend my time…
arduino security5,Most of the time it means they use https with an issue with their  certificate or plain http and no encryption for login/pwd. Because such sites are more fragile (you can pretend your are them if you manage to trick the DNS and point elsewhere) modern browsers do warn you.
arduino security5,As said above including a deprecated library targeting boards that are obsolete in many ways and which code is in public domain and pre installed through a signed process with the IDE offers limited hijacking capabilities…
arduino security5,If I were a hacker that’s not were I would spend my time…
arduino security5,"Looks like you are correct. The Error message from Chrome says the Certificate ""Common Name Invalid"""
arduino security5,At home I use Firefox and it doesn't have the warning.
arduino security5,"I suspect you connected using HTTPS  at work ➜https://spacebrew.ccthen you should get the warning as they are not using https correctly, their certificate is issued forspacesquare.comwhich is not the domain you are visiting."
arduino security5,if you connect using HTTP ➜http://spacebrew.ccthen your browser should lightly mention that HTTP is not secure
arduino security5,it does on my Macimage963×44 3.58 KB
arduino security5,this does not mean they have been hijacked. In my opinion it means that spacebrew is just obsolete and no one maintains or care for this anymore.
arduino security5,You are correct. When I use a secure connection that message comes up. When I use a normal connection it goes to the webpage with a minor warning that it's not secure. No idea why the work connection is trying to use a secure connection by default.
arduino security5,This is interesting. I tried to go tospacesquare.comand it's been blocked by my company Internet Policy . The company I work for claims it's a SPAM site.
arduino security5,I tried several times to go tospacesquare.comand it is indeed a spam site. After several tries it did get thru the companies Firewall Policy.  This is what came up.
arduino security5,Spam657×511 64.7 KB
arduino security5,No idea why the work connection is trying to use a secure connection by default.
arduino security5,"your IT team might have done that, rewriting all outgoing http connexion to https and not allow http anymore"
arduino security5,the certificate is registered in the Grand Cayman Islands so indeed not something to be trusted
arduino security5,"Registry Registrant ID: Not Available From Registry
Registrant Name: PrivacyDotLink Customer 4563522
Registrant Organization: 
Registrant Street: PO Box 30485
Registrant City: Seven Mile Beach
Registrant State/Province: Grand Cayman
Registrant Postal Code: KY1-1202
Registrant Country: KY"
arduino security5,This topic was automatically closed 180 days after the last reply. New replies are no longer allowed.
arduino security5,Related topics
arduino security5,"Powered byDiscourse, best viewed with JavaScript enabled"
arduino security6,ESP32 Secure boot stops arduino-esp32 built binary to execute with the error
arduino security6,"I wrote and compiled an application code in arduino ide for esp32 board and generated application.bin file. In the esp-idf source code i enabled secure boot and in thepartition table enabled CONFIG_PARTITION_TABLE_MD5 and generated bootloader.bin and partitions.bin.When i flashed the application.bin, bootloader.bin and partitions.bin on the esp32 board, the board is restarting continuously with the error as belowE (584) partition: No MD5 found in partition tableE (585) partition: load_partitions returned 0x105E (585) esp_core_dump_flash: No core dump partition found!E (588) partition: No MD5 found in partition tableE (593) partition: load_partitions returned 0x105E (597) esp_core_dump_flash: No core dump partition found!E (606) partition: No MD5 found in partition tableE (608) partition: load_partitions returned 0x105"
arduino security6,assert failed: esp_ota_get_running_partition esp_ota_ops.c:553 (it != NULL)
arduino security6,I also tried by disabling CONFIG_PARTITION_TABLE_MD5 in partition table section in esp-idf. But still the same error as above.
arduino security6,"If i run the firmware binary file generated in the esp-idf instead of binary file generated in arduino ide, then that binary is executing without errors on the esp32 board."
arduino security6,Please guide me to solve this Md5 issue with binaries generated in arduino ide.error1600×900 56.6 KB
arduino security6,Related topics
arduino security6,"Powered byDiscourse, best viewed with JavaScript enabled"
arduino security7,How to use Arduino IDE to perform security update for ESP32 Device?
arduino security7,"Can you use the Desktop IDE to make changes to a sketch connected to a device/thing in the cloud and keep the connected status as OK? I ask because I updated a sketch using the Cloud IDE and that caused the security warning to go away. Then I downloaded the sketch to the desktop IDE, re-uploaded to my ESP32-based device using the desktop IDE and then the associated device was AGAIN tagged with the security warning in the list of devices.Screenshot 2025-02-04 at 11.40.09 AM2550×212 18 KB"
arduino security7,The device does show as connected still.
arduino security7,Any ideas/suggestions? I like to use the Desktop IDE because its faster.
arduino security7,I had an older version of the ArduinoIoTCloud library installed than the latest (2.3.1). Updating the library got the security warning to go away!
arduino security7,Great work on identifying the cause of the problem@jjs3579! Thanks for taking the time to post an update with your findings.
arduino security7,"Thanks for the credit. Also, with the latest library, you DON'T need to use the Cloud IDE. I had a local copy of my sketch associated with a different thing for which the device security alert was in effect. I re-compiled and re-uploaded the sketch and the device was then not flagged for a security violation and the dashboard for that thing was working as expected.I think the docs for correcting security alerts need some improvement!"
arduino security7,"Although performing the security update for an ESP32 board is a simple as updating the ArduinoIoTCloud library and then uploading the Thing sketch again, it is more complicated for Arduino boards that use a separate network connectivity module (e.g.,Nano 33 IoT). For those boards, it is also necessary to perform an update of the firmware on the module. You cando that using Arduino IDE, but it is easier with Arduino Cloud because Arduino Cloud will automatically perform the firmware update when you upload a Thing sketch to a Device that requires the update."
arduino security7,"So I think that the approach of only mentioning the most friendly solution in the instructions provided in the email notification is reasonable, since the average Arduino user might get overwhelmed by the quantity of documentation that would be required to cover the update procedure using Arduino IDE in addition to Arduino Cloud."
arduino security7,"Thanks for splitting out a new topic.Yes, I guess the case for ESP32 is not the same as for Arduino boards and so caution is necessary. Adding a few words about how more savvy ESP32 thing/device users can take a short cut could cause confusion?"
arduino security7,Related topics
arduino security7,"Powered byDiscourse, best viewed with JavaScript enabled"
arduino security8,Arduino Uno 3 way security door lock need help
arduino security8,171331939574210262387005263870371920×2560 325 KB
arduino security8,Help pleasez my Arduino project won't work if I combine all code in one
arduino security8,"It consists of: RFID, Keypad password, GSM Module"
arduino security8,"Everything is working well except for the module, it won't sent a message through my cellphone"
arduino security8,"Welcome! I will take a guess and say you did not read the forum guidelines.  Guidelines: Please read the advice in the topic ""How to get the best from this forum"".How to get the best out of this forumAparently you did not use the correct code combiner. The one requires you to post your code as we are not clairvoyant so we do not have a clue as to what you have."
arduino security8,"I can see a PP3 9V battery… that won’t run either of your lock, or cell modem for more than a few seconds."
arduino security8,Start again - after reading asking and testing.
arduino security8,if I combine all code in one
arduino security8,"Yes, this is the problem.  You should start with one device and make it work.  Next you should add a second device and make the two devices work.  Continue this until you are finished."
arduino security8,That's what I've been doing but when I get to the Gsm module it doesn't work
arduino security8,You should show your working program and its wiring diagram.
arduino security8,"So I'll be specific on what I did earlier,"
arduino security8,"First I made the Keypad and Servo motor work, next was the LED and Buzzer work, everything was working well, but after is the Infrared Sensor and GSM Module, now the Gsm module doesn't send message through my cellphone,"
arduino security8,"IR sensor's role is to detect if someone is trying to force enter the door and if it does detect something it should be sending signal to my Gsm module and send me a message, in my serial monitor it says It has sent me a message but I don't receive it. note: my Gsm sim has prepaid load as well, and is connected to the network."
arduino security8,If anyone needs images that I could send or my code I did pls tell me.
arduino security8,Here's my code for the project
arduino security8,#include<SPI.h>#include<MFRC522.h>#include<Keypad.h>#include<Servo.h>#include<SoftwareSerial.h>
arduino security8,#defineSS_PIN 10#defineRST_PIN 9#defineSERVO_PIN 8#defineGREEN_LED_PIN A1#defineRED_LED_PIN A2#defineBUZZER_PIN A3#defineIR_SENSOR_PIN A5
arduino security8,"MFRC522 mfrc522(SS_PIN, RST_PIN);String authorizedRFID = ""43c74c25"";const byte ROWS = 4;const byte COLS = 3;char keys[ROWS][COLS] = {{'1', '2', '3'},{'4', '5', '6'},{'7', '8', '9'},{'*', '0', '#'}};byte rowPins[ROWS] = {A0, 2, 3, 4};byte colPins[COLS] = {5, 6, 7};Keypad keypad = Keypad(makeKeymap(keys), rowPins, colPins, ROWS, COLS);Servo myServo;SoftwareSerial gsmSerial(0, 1);String phoneNumber = ""+639658158281"";bool RFIDScanned = false;bool infraredEnabled = true;"
arduino security8,"void setup() {Serial.begin(9600);Serial.println(""System Ready."");"
arduino security8,SPI.begin();mfrc522.PCD_Init();
arduino security8,"myServo.attach(SERVO_PIN);pinMode(GREEN_LED_PIN, OUTPUT);pinMode(RED_LED_PIN, OUTPUT);pinMode(BUZZER_PIN, OUTPUT);pinMode(IR_SENSOR_PIN, INPUT);gsmSerial.begin(9600);gsmSerial.println(""AT+CMGF=1"");}"
arduino security8,void loop() {
arduino security8,"if (mfrc522.PICC_IsNewCardPresent()) {if (mfrc522.PICC_ReadCardSerial()) {RFIDScanned = true;infraredEnabled = false;String rfidTag = getRFIDTag();Serial.println(""RFID Card Detected: "" + rfidTag);"
arduino security8,"if (rfidTag.equals(authorizedRFID)) {

    Serial.println(""Authorized RFID Card Detected."");
    digitalWrite(GREEN_LED_PIN, HIGH);
    tone(BUZZER_PIN, 1000);
    delay(1000);
    digitalWrite(GREEN_LED_PIN, LOW);
    noTone(BUZZER_PIN);

    String passcode = getPasscode(keypad);
    Serial.println(""Entered Passcode: "" + passcode);

    if (passcode.equals(""3333"")) {

      Serial.println(""Passcode Correct. Access Granted!"");
      digitalWrite(GREEN_LED_PIN, HIGH);
      tone(BUZZER_PIN, 1000);
      delay(1000);
      digitalWrite(GREEN_LED_PIN, LOW);
      noTone(BUZZER_PIN);
      rotateServo(180);
      delay(1000);
      rotateServo(0);
      delay(2000);
      digitalWrite(GREEN_LED_PIN, LOW);
      infraredEnabled = true; 
    } else {

      Serial.println(""Incorrect Passcode. Access Denied!"");

      digitalWrite(RED_LED_PIN, HIGH);
      tone(BUZZER_PIN, 200);
      delay(300);
      digitalWrite(RED_LED_PIN, LOW);
      noTone(BUZZER_PIN);
      delay(300);
      digitalWrite(RED_LED_PIN, HIGH);
      tone(BUZZER_PIN, 200);
      delay(300);
      digitalWrite(RED_LED_PIN, LOW);
      noTone(BUZZER_PIN);
    }
  } else {

    Serial.println(""Unauthorized RFID Card Detected. Access Denied!"");
    for (int i = 0; i < 4; i++) {
      digitalWrite(RED_LED_PIN, HIGH);
      tone(BUZZER_PIN, 200);
      delay(300);
      digitalWrite(RED_LED_PIN, LOW);
      noTone(BUZZER_PIN);
      delay(300);
    }
  }

  delay(1000);
}"
arduino security8,}
arduino security8,"if (infraredEnabled && detectObject()) {Serial.println(""Object Detected by IR Sensor!"");sendSMSAlert();delay(5000);}}"
arduino security8,bool detectObject() {return digitalRead(IR_SENSOR_PIN) == LOW;}
arduino security8,"String getRFIDTag() {String tag = """";for (byte i = 0; i < mfrc522.uid.size; i++) {tag.concat(String(mfrc522.uid.uidByte[i] < 0x10 ? ""0"" : """"));tag.concat(String(mfrc522.uid.uidByte[i], HEX));}mfrc522.PICC_HaltA();Serial.println(""RFID Tag: "" + tag);return tag;}"
arduino security8,"String getPasscode(Keypad &keypad) {String pass = """";while (pass.length() < 4) {char key = keypad.getKey();if (key && isDigit(key)) {pass += key;Serial.print(key);}}Serial.println();return pass;}"
arduino security8,"void rotateServo(int angle) {myServo.write(angle);delay(5000);Serial.println(""Servo rotated to "" + String(angle) + "" degrees."");}"
arduino security8,"void sendSMSAlert() {Serial.println(""Sending SMS Alert..."");"
arduino security8,"String phoneNumber = ""+639658158281"";String message = ""Intruder Alert"";"
arduino security8,"gsmSerial.print(""AT+CMGS="""");gsmSerial.print(phoneNumber);gsmSerial.println("""""");"
arduino security8,delay(500);
arduino security8,"Serial.println(""Sending message: "" + message);"
arduino security8,gsmSerial.print(message);gsmSerial.write(26);delay(500);
arduino security8,"Serial.println(""SMS sent successfully!"");}"
arduino security8,If anyone needs images that I could send or my code I did pls tell me.
arduino security8,"I did, also, and still need your wiring diagram."
arduino security8,"Gsm module doesn't send message through my cellphone,"
arduino security8,Get the GSM working how you need it to work first.
arduino security8,"My GSM Module works fine when I upload only the code for Gsm module, but it doesn't if I upload the code for all of them."
arduino security8,Cool.  Add that to the drawing.
arduino security8,I'm sorry but I don't have a wiring diagram for it yet.
arduino security8,I'll wait.
arduino security8,That's what I've been doing but when I get to the Gsm module it doesn't work
arduino security8,Please confirm that all works properly and ONLY the GSM module has problems.  There is no need to work on tested and proven code.
arduino security8,This topic was automatically closed 180 days after the last reply. New replies are no longer allowed.
arduino security8,Related topics
arduino security8,"Powered byDiscourse, best viewed with JavaScript enabled"
arduino security9,Does Arduino OPTA WiFi have WiFi Secure library of any sort?
arduino security9,Does any of you experienced Arduino professionals have any idea about how to use the Arduino OPTA WiFi connecting via HTTPS to a site?
arduino security9,"All examples I have found use port 80, and I have not been able to find out if there is a library (ie. I have tried WiFiNINA without success) for making HTTPS connections (with TLS/SSL)."
arduino security9,"It is not because of that I want the HTTPS. It is because of that the server we are using have stopped offering HTTP on port 80. We get an error 301 - when trying to access thehttp://domain.com/opta.phpfile, we are told that it has moved tohttps://domain.com/opta.php- in effect meaning that the http on port 80 is unavailable."
arduino security9,"So, we would indeed need a port 443 based WiFi library for the Arduino OPTA WiFi model."
arduino security9,My code looks like this here:
arduino security9,"#include <WiFi.h>
#include <WiFiClient.h>  // For HTTPS connections


const char* ssid = ""xxxx"";          // Your WiFi network name
const char* password = ""xxxx"";  // Your WiFi network password
const char* serverHost = ""xxxxxx.xxxxxx"";  // Your server's host URL (without http:// or https://)
const int serverPort = 443;               // Server port (usually 80 for HTTP)
const String postPath = ""/xxxx.php"";          // The API endpoint path

void setup() {
  Serial.begin(115200);
  delay(1000);
  digitalWrite(LED_D0, HIGH);
  delay(1000);
  digitalWrite(LED_D0, LOW);

  // Connect to WiFi
  WiFi.begin(ssid, password);
  Serial.print(""Connecting to WiFi..."");
  
  while (WiFi.status() != WL_CONNECTED) {
    delay(500);
    Serial.print(""."");
  }
  
  Serial.println(""\nConnected to WiFi!"");
}

void sendPostRequest() {
  WiFiClient client;
  // client.setInsecure();  // Bypass certificate verification for testing

  // Connect to the server with HTTPS
  if (!client.connect(serverHost, serverPort)) {
    Serial.println(""Connection to server failed!"");
    return;
  }
  
  Serial.println(""Connected to server"");

  // Manually create the JSON string
  String jsonPayload = ""{\""Command\"":\""Cadence\""}"";

  // Construct HTTPS POST request
  client.println(""POST "" + postPath + "" HTTP/1.1"");
  client.println(""Host: "" + String(serverHost));
  client.println(""Content-Type: application/json"");
  client.println(""Connection: close"");
  client.print(""Content-Length: "");
  client.println(jsonPayload.length());
  client.println();
  client.println(jsonPayload);  // Send JSON payload

  // Wait for a response from the server
  while (!client.available()) {
    delay(10);
  }

  // Read and display the response
  String response = client.readString();
  Serial.println(""Response:"");
  Serial.println(response);

  // Parse the JSON response manually
  parseResponse(response);

  // Close the connection
  client.stop();
}

void parseResponse(String response) {
  int statusIndex = response.indexOf(""\""Status\"":\"""");
  int statusEnd = response.indexOf(""\"""", statusIndex + 10);
  String statusValue = response.substring(statusIndex + 9, statusEnd);

  int codeIndex = response.indexOf(""\""Code\"":"");
  int codeEnd = response.indexOf("","", codeIndex);
  String codeValue = response.substring(codeIndex + 7, codeEnd);

  int messageIndex = response.indexOf(""\""Message\"":\"""");
  int messageEnd = response.indexOf(""\"""", messageIndex + 11);
  String messageValue = response.substring(messageIndex + 10, messageEnd);

  Serial.println(""Parsed JSON response:"");
  Serial.println(""Status: "" + statusValue);
  Serial.println(""Code: "" + codeValue);
  Serial.println(""Message: "" + messageValue);
}

void loop() {
  sendPostRequest();
  delay(10000);  // Send the request every 10 seconds
}"
arduino security9,skriv eller indsæt kode her
arduino security9,skriv eller indsæt kode her
arduino security9,const int serverPort = 443;               // Server port (usually 80
arduino security9,It looks like you did specify 443.
arduino security9,Related topics
arduino security9,"Powered byDiscourse, best viewed with JavaScript enabled"
arduino security10,Arduino r4 WIFI IOT Device Security key
arduino security10,"Hi i am trying to add my second uno r4 wifi, after adding uno r4 wifi to iot devices it does not provide device id and security key altho my other r4 did provide me with device id and security key is there something i could be doing wrong??"
arduino security10,"Hi@er4a_boy. It is no longer necessary for you to manage a security key in order to use anUNO R4 WiFiboard as anArduino CloudDevice. The reason is that the security key is now stored in the Wi-Fi radio ""bridge"" module on theUNO R4 WiFihardware:"
arduino security10,- This module emulates what an hardware secure element does. It is not really se…cure. Data is stored in plaintext
arduino security10,"So just carry on with your project. You will find that when you create a Thing usingUNO R4 WiFi-based devices you will not be prompted for a key so it won't be any problem that you don't have one. If you have any problems or questions, just let us know and we'll try to provide assistance."
arduino security10,"Thanks for your reply, any library am using requires security code, any way of getting it or is there new library optimized for new way?"
arduino security10,Thanks
arduino security10,"I have created new device with the default sketch connection to iot it seems to connect and will try to adopt the old sketch to this new one, the only thing is i have bought one for testing purpose and the other uno is about 2500km away from me sitting out on the lake feeding fish and scared to upload sketch that doesnt work over air, hopefully i will not make mistakes :)))"
arduino security10,"I seem to have adopted old sketch to new connection method as long as it will connect to cloud with older board am fine and we can close this thread, Thanks"
arduino security10,You are welcome. Great work on successfully porting your sketch to the new system!
arduino security10,"Regards,Per"
arduino security10,This topic was automatically closed 180 days after the last reply. New replies are no longer allowed.
arduino security10,Related topics
arduino security10,"Powered byDiscourse, best viewed with JavaScript enabled"
arduino security11,MQTT Secure Connection Issue (Port 8883) with ESP8266 and Arduino IoT Cloud
arduino security11,"Hello,"
arduino security11,"I am facing an issue connecting my ESP8266 to Arduino IoT Cloud via MQTT over a secure connection (port 8883). My goal is to publish data to my web page using Arduino IoT Cloud, but my ESP8266 fails to establish the MQTT connection."
arduino security11,"🔹 Connecting to WiFi...
✅ Connected to WiFi!
IP Address: 192.168.1.16

🔹 Connecting to secure MQTT server (Arduino Cloud)...
❌ Secure MQTT connection failed with Arduino IoT Cloud.
⚠️ Retrying connection..."
arduino security11,Thanks in advance for your help!
arduino security11,Related topics
arduino security11,"Powered byDiscourse, best viewed with JavaScript enabled"
arduino security12,How can I configure my Arduino UNO R4 Wi-Fi web server to use HTTPS for secure communication?
arduino security12,"I am working on a project where I have set up an Arduino UNO R4 Wi-Fi as a web server, and I am accessing it from a browser app (Blazor WebAssembly Standalone). I encountered a 'mixed content' error because the browser is running on HTTPS and cannot access the Arduino server, which is using HTTP. I would like to secure the communication by switching to HTTPS for accessing the Arduino web server. How can I achieve this?"
arduino security12,Related topics
arduino security12,"Powered byDiscourse, best viewed with JavaScript enabled"
arduino security13,Fatal error: Arduino_SecureElement.h How to solve?
arduino security13,"Hello, everyone!"
arduino security13,I tried compiling the code below and I got this error message:
arduino security13,"""In file included from /Users/fernandograngeiro/Documents/Arduino/libraries/ArduinoIoTCloud/src/ArduinoIoTCloud.h:177:0,from /Users/fernandograngeiro/Library/Arduino15/RemoteSketchbook/ArduinoCloud/289f7cdc-a1c8-4640-810b-713e937118f0/Contador_jul16a/thingProperties.h:3,from /Users/fernandograngeiro/Library/Arduino15/RemoteSketchbook/ArduinoCloud/289f7cdc-a1c8-4640-810b-713e937118f0/Contador_jul16a/Contador_jul16a.ino:2:/Users/fernandograngeiro/Documents/Arduino/libraries/ArduinoIoTCloud/src/ArduinoIoTCloudTCP.h:30:12: fatal error: Arduino_SecureElement.h: No such file or directory#include<Arduino_SecureElement.h>^~~~~~~~~~~~~~~~~~~~~~~~~compilation terminated.exit status 1"
arduino security13,"Compilation error: exit status 1"""
arduino security13,"Can anybody help me, please?"
arduino security13,"#include ""arduino_secrets.h""
#include ""thingProperties.h""
#define TRIG_PIN 9
#define ECHO_PIN 10
#define RESET_BUTTON_PIN 7

int counter = 0;
long duration;
int distance;
int threshold = 10; // Distância em cm para detectar um objeto
int buttonState;
int lastButtonState = LOW; // Estado anterior do botão

void setup() {
  Serial.begin(9600);
  delay(1500);
  initProperties();
  ArduinoCloud.begin(ArduinoIoTPreferredConnection);
  setDebugMessageLevel(2);
  ArduinoCloud.printDebugInfo();
  pinMode(TRIG_PIN, OUTPUT);
  pinMode(ECHO_PIN, INPUT);
  pinMode(RESET_BUTTON_PIN, INPUT);
  Serial.print(""Contador de Passagens: "");
  Serial.println(counter);
}
void loop() {
  ArduinoCloud.update();
  // Leitura do botão de reset
  buttonState = digitalRead(RESET_BUTTON_PIN);

  // Se o botão for pressionado, zera o contador
  if (buttonState == HIGH && lastButtonState == LOW) {
    counter = 0;
    Serial.println(""Contador reiniciado!"");
    Serial.print(""Contador de Passagens: "");
    Serial.println(counter);
    delay(200); // Debounce para o botão de reset
  }
  lastButtonState = buttonState;

  // Gera um pulso de 10us no pino Trig
  digitalWrite(TRIG_PIN, LOW);
  delayMicroseconds(2);
  digitalWrite(TRIG_PIN, HIGH);
  delayMicroseconds(10);
  digitalWrite(TRIG_PIN, LOW);

  // Lê a duração do pulso no pino Echo
  duration = pulseIn(ECHO_PIN, HIGH);

  // Calcula a distância em cm
  distance = duration * 0.034 / 2;

  // Se a distância for menor que o limiar, incrementa o contador
  if (distance < threshold) {
    counter++;
    Serial.print(""Contador de Passagens: "");
    Serial.println(counter);
    delay(1300); // Debounce para evitar múltiplas contagens para a mesma passagem, 128cm deu 6,5 segundos
  }

  delay(100); // Atraso para evitar leituras rápidas demais
}"
arduino security13,"No such file or directory
#include <Arduino_SecureElement.h>"
arduino security13,Have you installed the Arduino_SecureElement library ?  It is available in the IDE Library Manager
arduino security13,"Thanks a lot. In fact, I haven't installed. I'm sorry. Now, it came up with another error. It seems like a I had declared the variable counter twice, but I don't know what's wrong."
