Nom_PDF,Ligne
A000062-datasheet.pdf,12 D43 Digital GPIO 43
A000062-datasheet.pdf,13 D45 Digital GPIO 45
A000062-datasheet.pdf,14 D47 Digital GPIO 47
A000062-datasheet.pdf,15 D49 Digital GPIO 49
A000062-datasheet.pdf,16 D51 Digital GPIO 51
A000062-datasheet.pdf,17 D53 Digital GPIO 53
A000062-datasheet.pdf,18 GND Power Ground
A000062-datasheet.pdf,D22 - D53 RHS pinout
A000062-datasheet.pdf,Arduino® Due
A000062-datasheet.pdf,22 / 50 Arduino® Due Modiﬁed: 23/04/20257 Device Operation
A000062-datasheet.pdf,7.1 Getting Started - IDE
A000062-datasheet.pdf,If you want to pr ogram your Ar duino Due while oﬄine you need to install the Ar duino® Desktop IDE [1]. To connect
A000062-datasheet.pdf,"the Ar duino Due to your computer, you will need a USB T ype-B cable, which can also pr ovide po wer to the boar d, as"
A000062-datasheet.pdf,indicated b y the LED (DL1).
A000062-datasheet.pdf,7.2 Getting Started - Arduino Cloud Editor
A000062-datasheet.pdf,"All Ar duino boar ds, including this one, work out-of-the-bo x on the Ar duino® Cloud Editor [2], by just installing a"
A000062-datasheet.pdf,simple plugin.
A000062-datasheet.pdf,"The Ar duino Cloud Editor is hosted online, ther efore it will always be up-to-date with the latest featur es and support"
A000062-datasheet.pdf,for all boar ds. Follo w [3] to start coding on the br owser and upload your sk etches onto your boar d.
A000062-datasheet.pdf,7.3 Getting Started - Arduino Cloud
A000062-datasheet.pdf,"All Ar duino IoT enabled pr oducts ar e supported on Ar duino Cloud which allo ws you to log, gr aph and analyze"
A000062-datasheet.pdf,"sensor data, trigger e vents, and automate your home or business."
A000062-datasheet.pdf,7.4 Online Resources
A000062-datasheet.pdf,Now that you have gone thr ough the basics of what you can do with the boar d you can e xplor e the endless
A000062-datasheet.pdf,"possibilities it pr ovides b y checking e xciting pr ojects on Pr ojectHub [4], the Ar duino Libr ary Refer ence [5], and the"
A000062-datasheet.pdf,"online stor e [6]; wher e you will be able to complement your boar d with sensors, actuators and mor e."
A000062-datasheet.pdf,7.5 Board Recovery
A000062-datasheet.pdf,All Ar duino boar ds have a built-in bootloader which allo ws ﬂashing the boar d via USB . In case a sk etch locks up the
A000062-datasheet.pdf,"processor and the boar d is not r eachable anymor e via USB , it is possible to enter bootloader mode b y double-"
A000062-datasheet.pdf,tapping the r eset button right after the po wer-up.
A000062-datasheet.pdf,Arduino® Due
A000062-datasheet.pdf,23 / 50 Arduino® Due Modiﬁed: 23/04/20258 Mechanical Information
A000062-datasheet.pdf,"The Ar duino Due is a micr ocontr oller boar d measuring 101.52 mm x 53.3 mm, featuring two USB-B connectors and"
A000062-datasheet.pdf,a big quantity of GPIO pins headers.
A000062-datasheet.pdf,8.1 Board Dimensions
A000062-datasheet.pdf,The Ar duino Due boar d outline and mounting holes dimensions ar e sho wn in the ﬁgur e belo w; all the dimensions
A000062-datasheet.pdf,are in mm.
A000062-datasheet.pdf,Arduino Due Mounting Holes And Board Outline
A000062-datasheet.pdf,Arduino® Due
A000062-datasheet.pdf,24 / 50 Arduino® Due Modiﬁed: 23/04/20258.2 Board Connectors
A000062-datasheet.pdf,Connectors of the Ar duino Due ar e placed on the left side of the boar d; their placement is sho wn in the ﬁgur e
A000062-datasheet.pdf,belo w. All the dimensions ar e in mm.
A000062-datasheet.pdf,Arduino Due Technical drawing
A000062-datasheet.pdf,Arduino® Due
A000062-datasheet.pdf,25 / 50 Arduino® Due Modiﬁed: 23/04/20259 Certifications
A000062-datasheet.pdf,9.1 Certifications Summary
A000062-datasheet.pdf,Certiﬁcation Status
A000062-datasheet.pdf,CE/RED (Eur ope) Yes
A000062-datasheet.pdf,UKCA (UK) Yes
A000062-datasheet.pdf,FCC (USA) Yes
A000062-datasheet.pdf,IC (Canada) Yes
A000062-datasheet.pdf,RCM (Austr alia) Yes
A000062-datasheet.pdf,RoHS Yes
A000062-datasheet.pdf,REACH Yes
A000062-datasheet.pdf,WEEE Yes
A000062-datasheet.pdf,9.2 Declaration of Conformity CE DoC (EU)
A000062-datasheet.pdf,We declar e under our sole responsibility that the products above are in conformity with the essential requir ements
A000062-datasheet.pdf,of the follo wing EU Directives and therefore qualify for free movement within mark ets comprising the European
A000062-datasheet.pdf,Union (EU) and Eur opean Economic Ar ea (EEA).
A000062-datasheet.pdf,9.3 Declaration of Conformity to EU RoHS & REACH 211 01/19/2021
A000062-datasheet.pdf,Arduino boar ds are in compliance with RoHS 2 Directive 2011/65/EU of the European Parliament and RoHS 3
A000062-datasheet.pdf,Directive 2015/863/EU of the Council of 4 June  2015 on the restriction of the use of certain hazar dous substances in
A000062-datasheet.pdf,electrical and electr onic equipment.
A000062-datasheet.pdf,Substance Maximum limit (ppm)
A000062-datasheet.pdf,Lead (Pb) 1000
A000062-datasheet.pdf,Cadmium (Cd) 100
A000062-datasheet.pdf,Mercury (Hg) 1000
A000062-datasheet.pdf,Hexavalent Chr omium (Cr6+) 1000
A000062-datasheet.pdf,Poly Br ominated Biphenyls (PBB) 1000
A000062-datasheet.pdf,Poly Br ominated Diphenyl ethers (PBDE) 1000
A000062-datasheet.pdf,Bis(2-Ethylhe xyl) phthalate (DEHP) 1000
A000062-datasheet.pdf,Benzyl butyl phthalate (BBP) 1000
A000062-datasheet.pdf,Dibutyl phthalate (DBP) 1000
A000062-datasheet.pdf,Diisobutyl phthalate (DIBP) 1000
A000062-datasheet.pdf,Exemptions: No e xemptions ar e claimed.
A000062-datasheet.pdf,Arduino Boar ds are fully compliant with the related requir ements of European Union Regulation (EC) 1907 /2006
A000062-datasheet.pdf,"concerning the Registr ation, Evaluation, Autho rization and Restriction of Chemicals (REA CH). We declar e none of the"
A000062-datasheet.pdf,"SVHCs (https://echa.eu ropa.eu/web/guest/candidate-list-table), the Candidate List of Substances of Very High"
A000062-datasheet.pdf,"Concern for authorization currently released by ECHA, is present in all products (and also package) in quantities"
A000062-datasheet.pdf,"totaling in a concentr ation equal or above 0.1%. To the best of our knowledge, we also decla re that our products do"
A000062-datasheet.pdf,"not contain any of the substances listed on the ""Authorization List"" (Anne x XIV of the REACH regulations) and"
A000062-datasheet.pdf,Arduino® Due
A000062-datasheet.pdf,26 / 50 Arduino® Due Modiﬁed: 23/04/2025Substances of Very High Concern (SVHC) in any signiﬁcant amounts as speciﬁed by the Annex XVII of Candidate list
A000062-datasheet.pdf,published b y ECHA (Eur opean Chemical Agency) 1907 /2006/EC.
A000062-datasheet.pdf,9.4 Conflict Minerals Declaration
A000062-datasheet.pdf,"As a global supplier of electr onic and electrical components, Arduino is awar e of our obligat ions with regar d to laws"
A000062-datasheet.pdf,"and regulations regar ding Conﬂict Miner als, speciﬁcally the Dodd-Fr ank Wall Street Reform and Consumer"
A000062-datasheet.pdf,"Protection Act, Section 1502. Arduino does not directly sour ce or process conﬂict miner als such as Tin, Tantalum,"
A000062-datasheet.pdf,"Tungsten, or Gold. Conﬂict miner als are contained in our products in the form of solder or as a component in metal"
A000062-datasheet.pdf,"alloys. As part of our reasonable due diligence, Arduino has contacted component suppliers within our supply chain"
A000062-datasheet.pdf,to verify their continued compliance with the regulations. Based on the information received thus far we declar e
A000062-datasheet.pdf,that our pr oducts contain Conﬂict Miner als sour ced fr om conﬂict-fr ee ar eas.
A000062-datasheet.pdf,9.5 FCC Caution
A000062-datasheet.pdf,Any Changes or modiﬁcations not e xpressly appr oved b y the party r esponsible for compliance could void the user ’s
A000062-datasheet.pdf,authority to oper ate the equipment.
A000062-datasheet.pdf,This de vice complies with part 15 of the FC C Rules. Oper ation is subject to the follo wing two conditions:
A000062-datasheet.pdf,(1) This de vice may not cause harmful interfer ence
A000062-datasheet.pdf,"(2) this de vice must accept any interfer ence r eceived, including interfer ence that may cause undesir ed oper ation."
A000062-datasheet.pdf,FCC RF Radiation Exposur e Statement:
A000062-datasheet.pdf,1. This T ransmitter must not be co-located or oper ating in conjunction with any other antenna or tr ansmitter.
A000062-datasheet.pdf,2. This equipment complies with RF r adiation e xposur e limits set forth for an uncontr olled envir onment.
A000062-datasheet.pdf,3. This equipment should be installed and oper ated with a minimum distance of 20 cm between the r adiator &
A000062-datasheet.pdf,your body .
A000062-datasheet.pdf,"Note:  This equipment has been tested and found to comply with the limits for a Class B digital de vice, pursuant to"
A000062-datasheet.pdf,part 15 of the FC C Rules. These limits ar e designed to pr ovide r easonable pr otection against harmful interfer ence in
A000062-datasheet.pdf,"a residential installation. This equipment gener ates, uses and can r adiate r adio fr equency ener gy and, if not"
A000062-datasheet.pdf,"installed and used in accor dance with the instructions, may cause harmful interfer ence to r adio communications."
A000062-datasheet.pdf,"However, ther e is no guar antee that interfer ence will not occur in a particular installation. If this equipment does"
A000062-datasheet.pdf,"cause harmful interfer ence to r adio or tele vision r eception, which can be determined b y turning the equipment oﬀ"
A000062-datasheet.pdf,"and on, the user is encour aged to try to corr ect the interfer ence b y one or mor e of the follo wing measur es:"
A000062-datasheet.pdf,Reorient or r elocate the r eceiving antenna.
A000062-datasheet.pdf,Increase the separ ation between the equipment and r eceiver.
A000062-datasheet.pdf,Connect the equipment into an outlet on a cir cuit diﬀer ent fr om that to which the r eceiver is connected.
A000062-datasheet.pdf,Consult the dealer or an e xperienced r adio/TV technician for help.
A000062-datasheet.pdf,English: User manuals for license-e xempt r adio appar atus shall contain the follo wing or equivalent notice in a
A000062-datasheet.pdf,conspicuous location in the user manual or alternatively on the de vice or both. This de vice complies with Industry
A000062-datasheet.pdf,Canada license-e xempt RSS standar d(s). Oper ation is subject to the follo wing two conditions:
A000062-datasheet.pdf,(1) this de vice may not cause interfer ence
A000062-datasheet.pdf,Arduino® Due
A000062-datasheet.pdf,"27 / 50 Arduino® Due Modiﬁed: 23/04/2025(2) this de vice must accept any interfer ence, including interfer ence that may cause undesir ed oper ation of the"
A000062-datasheet.pdf,device.
A000062-datasheet.pdf,French: Le pr ésent appar eil est conforme aux CNR d’Industrie Canada applicables aux appar eils r adio e xempts de
A000062-datasheet.pdf,licence. L ’exploitation est autorisée aux deux conditions suivantes:
A000062-datasheet.pdf,(1) l’ appar eil nedoit pas pr oduir e de br ouillage
A000062-datasheet.pdf,"(2) l’utilisateur de l’ appar eil doit accepter tout br ouillage r adioélectrique subi, même si le br ouillage est susceptible"
A000062-datasheet.pdf,d’en compr omettr e le fonctionnement.
A000062-datasheet.pdf,IC SAR W arning:
A000062-datasheet.pdf,English: This equipment should be installed and oper ated with a minimum distance of 20 cm between the r adiator
A000062-datasheet.pdf,and your body .
A000062-datasheet.pdf,"French: Lors de l’ installation et de l’ e xploitation de ce dispositif, la distance entr e le r adiateur et le corps est d ’ au"
A000062-datasheet.pdf,moins 20 cm.
A000062-datasheet.pdf,Important:  The oper ating temper ature of the EUT can ’t exceed 85 ℃  and shouldn ’t be lo wer than -40 ℃ .
A000062-datasheet.pdf,"Hereby, Arduino S.r.l. declar es that this pr oduct is in compliance with essential r equir ements and other r elevant"
A000062-datasheet.pdf,provisions of Dir ective 2014/53/EU . This pr oduct is allo wed to be used in all EU member states.
A000062-datasheet.pdf,Company Information
A000062-datasheet.pdf,Company name Arduino SRL
A000062-datasheet.pdf,"Company Addr ess Via Andr ea Appiani, 25 - 20900 MONZA （ Italy)"
A000062-datasheet.pdf,Reference Documentation
A000062-datasheet.pdf,Ref Link
A000062-datasheet.pdf,Arduino IDE (Desktop) https://www .arduino.cc/en/Main/Softwar e
A000062-datasheet.pdf,Arduino IDE (Cloud) https://cr eate.ar duino.cc/editor
A000062-datasheet.pdf,Cloud IDE Getting
A000062-datasheet.pdf,Startedhttps://docs.ar duino.cc/cloud/web-editor/tutorials/getting-started/getting-started-web-
A000062-datasheet.pdf,editor
A000062-datasheet.pdf,Project Hub https://cr eate.ar duino.cc/pr ojecthub?b y=part&part_id=11332&sort=tr ending
A000062-datasheet.pdf,Library Refer ence https://github.com/ar duino-libr aries/
A000062-datasheet.pdf,Online Stor e https://stor e.arduino.cc/
A000062-datasheet.pdf,Arduino® Due
A000062-datasheet.pdf,28 / 50 Arduino® Due Modiﬁed: 23/04/202510 Revision History
A000062-datasheet.pdf,Date Revision Changes
A000062-datasheet.pdf,12/06/2024 1 First r elease
A000062-datasheet.pdf,中⽂ (ZH)
A000062-datasheet.pdf,描述
A000062-datasheet.pdf,Arduino Due 是⼀款开创性的微控制器板，采⽤  Atmel SAM3X8E ARM Corte x-M3 CPU ，是⾸款围绕  32 位  ARM 内核微
A000062-datasheet.pdf,控制器构建的  Arduino 板。 Due 具有  54 个数字输⼊ / 输出引脚、 12 个模拟输⼊、 4 个  UART 、 USB O TG 功能和  84 MHz
A000062-datasheet.pdf,时钟，可为各种项⽬提供更强的性能和多功能性。 Due 兼容所有⼯作电压为  3.3 V 的  Arduino 扩展板，并符合  1.0 Ar duino
A000062-datasheet.pdf,引脚布局标准，是初学者和经验丰富的创客们的强⼤⼯具。
A000062-datasheet.pdf,⽬标领域
A000062-datasheet.pdf,嵌⼊式系统开发、机器⼈技术、 3D 打印、数控机床、原型设计
A000062-datasheet.pdf,⽬录
A000062-datasheet.pdf,11 应⽤⽰例
A000062-datasheet.pdf,Arduino Due 集  Atmel SAM3X8E 微控制器的性能和  Arduino 平台的灵活性于⼀⾝，为开发⼈员、业余爱好者和专业⼈⼠
A000062-datasheet.pdf,提供了⼀种多功能解决⽅案。 Due 采⽤  32 位架构，时钟频率为  84 MHz ，可为要求苛刻的应⽤提供强⼤的性能。
A000062-datasheet.pdf,嵌⼊式系统开发： Arduino Due 可⽤于创建实时数据采集系统，以监测和分析⼯业环境参数。通过将温度、湿度和压
A000062-datasheet.pdf,⼒传感器等传感器与  Due 丰富的  I/O 引脚连接，开发⼈员可以捕获实时数据，并使⽤  Due 功能强⼤的微控制器进⾏处
A000062-datasheet.pdf,理。然后，系统可以通过⽆线或  USB 将这些数据传输到主机进⾏分析，从⽽实现对关键过程的持续监测和远程管理。
A000062-datasheet.pdf,机器⼈技术： Arduino Due 可作为⾃主移动机器⼈的⼤脑，能够导航并与环境互动。通过集成超声波测距仪、陀螺仪
A000062-datasheet.pdf,和编码器等传感器，开发⼈员可以为机器⼈配备感知能⼒，以感知周围环境并检测障碍物。利⽤  Due 丰富的  I/O 引脚
A000062-datasheet.pdf,和强⼤的处理能⼒，可以实施定位、绘图和路径规划算法，从⽽实现⾃主导航。此外， Due 还可控制电机或伺服器等
A000062-datasheet.pdf,执⾏器来执⾏运动指令，使机器⼈能够⾃主移动和操控环境中的物体。
A000062-datasheet.pdf,3D 打印和数控机床： Arduino Due 可作为  DIY 项⽬的多功能控制器。通过将步进电机驱动器和限位开关与  Due 的众
A000062-datasheet.pdf,多 I/O 引脚相连接，爱好者们可以制造⾃⼰的  3D 打印机或数控机床。 Due 的⾼速处理能⼒可精确控制步进电机，实
A000062-datasheet.pdf,现精确定位和移动。
A000062-datasheet.pdf,原型设计： Arduino Due 是快速迭代和测试物联⽹设备新想法的宝贵⼯具。利⽤  Due ⼴泛的输⼊ / 输出功能以及与各
A000062-datasheet.pdf,种传感器、通信模块和执⾏器的兼容性，开发⼈员可以快速组装和测试物联⽹设备原型。⽆论是智能家居传感器节
A000062-datasheet.pdf,点、⽓象站还是远程监控系统， Arduino Due 都提供了⼀个灵活的平台，便于集成组件、编写固件和验证功能。凭借
A000062-datasheet.pdf,Due 对  Arduino 库的⽀持和易于使⽤的开发环境，原型设计⼈员可以专注于创新和实验，加速将想法转化为现实的过
A000062-datasheet.pdf,程。
A000062-datasheet.pdf,Arduino® Due
A000062-datasheet.pdf,29 / 50 Arduino® Due Modiﬁed: 23/04/202512 特点
A000062-datasheet.pdf,12.1 ⼀般规格概述
A000062-datasheet.pdf,Arduino Due 是⼀款多功能微控制器板，专为各种应⽤⽽设计。它采⽤  Atmel SAM3X8E ARM Cor tex-M3 CPU ，性能卓
A000062-datasheet.pdf,越，功能强⼤，适⽤于复杂的项⽬。与传统的  Arduino 板相⽐， Due 的  32 位架构提供了更强的处理能⼒。它采⽤与
A000062-datasheet.pdf,Arduino® Mega 相似的外形设计，通过丰富的  I/O 引脚和接头与⼤多数  Arduino 扩展板保持兼容。下表总结了该电路板的
A000062-datasheet.pdf,主要特点。
A000062-datasheet.pdf,特点 描述
A000062-datasheet.pdf,微控制器 Atmel SAM3X8E ARM Corte x-M3  32 位  ARM Corte x-M3 / 84 MHz 时钟频率
A000062-datasheet.pdf,内存 SAM3X  512 KB 闪存 / 96 KB SRAM （分为两个存储区： 64 KB 和  32 KB ）
A000062-datasheet.pdf,USB 转串⾏接⼝ ATmega16U2  连接到  SAM3X 硬件  UART
A000062-datasheet.pdf,数字输⼊ 不兼容  5 V 的数字输⼊（ x54 ）
A000062-datasheet.pdf,模拟输⼊ Due 的模拟输⼊引脚从接地到  3.3 V 的最⼤值  (x12)
A000062-datasheet.pdf,PWM 引脚 分辨率为  8 位的  PWM 引脚（ x12 ）
A000062-datasheet.pdf,"通信 UART (x4), I2C (x2), SPI (x1 SPI 接头 ), 原⽣  USB 端⼝（ 1 个），编程  USB 端⼝（ 1 个）"
A000062-datasheet.pdf,电源 输⼊电压  (VIN): 7-12 VDC / 每个  I/O 引脚的直流电流： 8 mA
A000062-datasheet.pdf,尺⼨ 101.6 mm x 53.34 mm
A000062-datasheet.pdf,重量 36 g
A000062-datasheet.pdf,⼯作温度 -40 °C ⾄  +85 °C
A000062-datasheet.pdf,认证 CE/RED、 UKCA 、 FCC 、 IC 、 RCM 、 RoHS 、 REACH 、 WEEE
A000062-datasheet.pdf,12.2 微控制器
A000062-datasheet.pdf,组件 详细信息
A000062-datasheet.pdf,Atmel SAM3X8E 32 位  ARM Corte x-M3 ，时钟频率： 84 MHz
A000062-datasheet.pdf,闪存 512 KB
A000062-datasheet.pdf,编程内存 96 KB SRAM （分为两个存储区： 64 KB 和  32 KB ）
A000062-datasheet.pdf,Arduino® Due
A000062-datasheet.pdf,30 / 50 Arduino® Due Modiﬁed: 23/04/202512.3 输⼊
A000062-datasheet.pdf,特点 详细信息
A000062-datasheet.pdf,输⼊数量 54 个数字输⼊， 12 个模拟输⼊
A000062-datasheet.pdf,输⼊过压保护 是
A000062-datasheet.pdf,反极性保护 是
A000062-datasheet.pdf,12.4 输出
A000062-datasheet.pdf,特点 详细信息
A000062-datasheet.pdf,DAC1 和  DAC2 真值模拟输出  12 位分辨率（ 4096 个电平）
A000062-datasheet.pdf,PWM 输出 12 个  PWM 输出
A000062-datasheet.pdf,13 配件
A000062-datasheet.pdf,USB 电缆  Type-A 公端转  Micr o Type-B 公端（不包括在内）
A000062-datasheet.pdf,14 相关产品
A000062-datasheet.pdf,Arduino Mega Pr oto Shield Re v3 (A000080)
A000062-datasheet.pdf,Arduino 4 Relays Shield (A000110)
A000062-datasheet.pdf,Arduino Motor Shield Re v3 (A000079)
A000062-datasheet.pdf,15 额定值
A000062-datasheet.pdf,15.1 建议运⾏条件
A000062-datasheet.pdf,符号 描述 最⼩值 典型值 最⼤值 单位
A000062-datasheet.pdf,VIN 来⾃  VIN 焊盘的输⼊电压 6.0 7.0 16 V
A000062-datasheet.pdf,VUSB 来⾃  USB 连接器的输⼊电压 4.8 5.0 5.5 V
A000062-datasheet.pdf,VDD 输⼊⾼电平电压 0.7*VDD VDD V
A000062-datasheet.pdf,VIL 输⼊低电平电压 0 0.3*VDD V
A000062-datasheet.pdf,TOP ⼯作温度 -40 25 85 °C
A000062-datasheet.pdf,注： VDD 控制逻辑电平并与  3.3 V 电源轨相连 VAREF ⽤于模拟逻辑。
A000062-datasheet.pdf,Arduino® Due
A000062-datasheet.pdf,31 / 50 Arduino® Due Modiﬁed: 23/04/202515.2 电源规格
A000062-datasheet.pdf,特性 最⼩值 典型值 最⼤值 单位
A000062-datasheet.pdf,电源电压 7.0 - 12 V
A000062-datasheet.pdf,允许范围 6.0 - 16 V
A000062-datasheet.pdf,安全注意事项 : 与⼤多数传统的  Arduino 电路板不同， Arduino Due 电路板⼯作电压为  3.3V 。请注意， I/O 引脚能
A000062-datasheet.pdf,够承受的最⼤电压为  3.3V 。为任何  I/O 引脚使⽤⾼于  3.3V 的电压可能会损坏电路板。
A000062-datasheet.pdf,15.3 电流消耗
A000062-datasheet.pdf,参数 符号 最⼩值 典型值 最⼤值 单位
A000062-datasheet.pdf,正常模式下的电流消耗 INM 130 --- 800 mA
A000062-datasheet.pdf,Arduino® Due
A000062-datasheet.pdf,32 / 50 Arduino® Due Modiﬁed: 23/04/202516 功能概述
A000062-datasheet.pdf,16.1 引脚布局
A000062-datasheet.pdf,Arduino Due 的引脚布局如下图所⽰。
A000062-datasheet.pdf,Arduino Due 引脚布局
A000062-datasheet.pdf,安全注意事项 : 在修改电路板之前，请断开电源，以避免短路。
A000062-datasheet.pdf,Arduino® Due
A000062-datasheet.pdf,33 / 50 Arduino® Due Modiﬁed: 23/04/202516.2 完整引脚配置表
A000062-datasheet.pdf,Arduino Due 的完整引脚配置如下表所⽰。
A000062-datasheet.pdf,16.2.1 电路板的  24 引脚接头
A000062-datasheet.pdf,引脚 功能 类型 描述
A000062-datasheet.pdf,1 NC NC 未连接
A000062-datasheet.pdf,2 IOREF IOREF 数字逻辑电压参考  - 连接到  3.3 V
A000062-datasheet.pdf,3 Reset 复位 复位
A000062-datasheet.pdf,4 +3V3 电源 +3V3 电源轨
A000062-datasheet.pdf,5 +5V 电源 +5V 电源轨
A000062-datasheet.pdf,6 GND 电源 接地
A000062-datasheet.pdf,7 GND 电源 接地
A000062-datasheet.pdf,8 VIN 电源 电压输⼊
A000062-datasheet.pdf,9 A0 模拟 模拟输⼊ 0 / GPIO
A000062-datasheet.pdf,10 A1 模拟 模拟输⼊ 1 / GPIO
A000062-datasheet.pdf,11 A2 模拟 模拟输⼊ 2 / GPIO
A000062-datasheet.pdf,12 A3 模拟 模拟输⼊ 3 / GPIO
A000062-datasheet.pdf,13 A4 模拟 模拟输⼊ 4 / GPIO
A000062-datasheet.pdf,14 A5 模拟 模拟输⼊ 5 / GPIO
A000062-datasheet.pdf,15 A6 模拟 模拟输⼊ 6 / GPIO
A000062-datasheet.pdf,16 A7 模拟 模拟输⼊ 7 / GPIO
A000062-datasheet.pdf,17 A8 模拟 模拟输⼊ 8 / GPIO
A000062-datasheet.pdf,18 A9 模拟 模拟输⼊ 9 / GPIO
A000062-datasheet.pdf,19 A10 模拟 模拟输⼊ 10 / GPIO
A000062-datasheet.pdf,20 A11 模拟 模拟输⼊ 11 / GPIO
A000062-datasheet.pdf,21 DAC0 模拟 数字模拟转换器  0
A000062-datasheet.pdf,22 DAC1 模拟 数字模拟转换器  1
A000062-datasheet.pdf,23 CANRX 数字 CAN 总线接收器
A000062-datasheet.pdf,24 CANTX 数字 CAN 总线发射器
A000062-datasheet.pdf,电路板的  24 引脚接头引脚布局
A000062-datasheet.pdf,Arduino® Due
A000062-datasheet.pdf,34 / 50 Arduino® Due Modiﬁed: 23/04/202516.2.2 电路板的  26 引脚接头
A000062-datasheet.pdf,引脚 功能 类型 描述
A000062-datasheet.pdf,1 D21/SCL1 数字 GPIO 21/ I2C 1 时钟
A000062-datasheet.pdf,2 D20/SD A1 数字 GPIO 20 / I2C 1 数据线
A000062-datasheet.pdf,3 AREF 数字 模拟参考电压
A000062-datasheet.pdf,4 GND 电源 接地
A000062-datasheet.pdf,5 D13/SCK 数字 GPIO 13 / SPI 时钟  (PWM~)
A000062-datasheet.pdf,6 D12/CIPO 数字 GPIO 12 / SPI 控制器输⼊外设输出  (PWM~)
A000062-datasheet.pdf,7 D11/C OPI 数字 GPIO 11 / SPI 控制器输出外设输⼊  (PWM~)
A000062-datasheet.pdf,8 D10/CS 数字 GPIO 10 / SPI 芯⽚选择  (PWM~)
A000062-datasheet.pdf,9 D9/SD A2 数字 GPIO 9 / I2C 2 数据线  (PWM~)
A000062-datasheet.pdf,10 D8/SCL2 数字 GPIO 8 / I2C 2 时钟线  (PWM~)
A000062-datasheet.pdf,11 D7 数字 GPIO 7 (PWM~)
A000062-datasheet.pdf,12 D6 数字 GPIO 6 (PWM~)
A000062-datasheet.pdf,13 D5 数字 GPIO 5 (PWM~)
A000062-datasheet.pdf,14 D4 数字 GPIO 4 (PWM~)
A000062-datasheet.pdf,15 D3 数字 GPIO 3 (PWM~)
A000062-datasheet.pdf,16 D2 数字 GPIO 2 (PWM~)
A000062-datasheet.pdf,17 D1/TX0 数字 GPIO 1 / 串⾏  0 发射器
A000062-datasheet.pdf,18 D0/TX0 数字 GPIO 0 / 串⾏  0 接收器
A000062-datasheet.pdf,19 D14/TX3 数字 GPIO 14 / 串⾏  3 发射器
A000062-datasheet.pdf,20 D15/RX3 数字 GPIO 15 / 串⾏  3 接收器
A000062-datasheet.pdf,21 D16/TX2 数字 GPIO 16 / 串⾏  2 发射器
A000062-datasheet.pdf,22 D17/RX2 数字 GPIO 17 / 串⾏  2 接收器
A000062-datasheet.pdf,23 D18/TX1 数字 GPIO 18 / 串⾏  1 发射器
A000062-datasheet.pdf,24 D19/RX1 数字 GPIO 19 / 串⾏  1 接收器
A000062-datasheet.pdf,25 D20/SD A 数字 GPIO 20 / I2C 0 数据线
A000062-datasheet.pdf,26 D21/SCL 数字 GPIO 21/ I2C 0 时钟
A000062-datasheet.pdf,电路板的  26 引脚接头引脚布局
A000062-datasheet.pdf,Arduino® Due
A000062-datasheet.pdf,35 / 50 Arduino® Due Modiﬁed: 23/04/202516.2.3 SPI
A000062-datasheet.pdf,该电路板提供  SPI 接⼝和完整的引脚布局，如下表所⽰。
A000062-datasheet.pdf,引脚 功能 类型 描述
A000062-datasheet.pdf,1 CIPO 内部 控制器输⼊外设输出
A000062-datasheet.pdf,2 +5V 内部 5 V 的电源
A000062-datasheet.pdf,3 SCK 内部 串⾏时钟
A000062-datasheet.pdf,4 COPI 内部 控制器输出外设输⼊
A000062-datasheet.pdf,5 RESET 内部 复位
A000062-datasheet.pdf,6 GND 内部 接地
A000062-datasheet.pdf,SPI 引脚布局
A000062-datasheet.pdf,16.2.4 数字引脚  D22 - D53 LHS
A000062-datasheet.pdf,引脚 功能 类型 描述
A000062-datasheet.pdf,1 +5V 电源 +5V 电源轨
A000062-datasheet.pdf,2 D22 数字 GPIO 22
A000062-datasheet.pdf,3 D24 数字 GPIO 24
A000062-datasheet.pdf,4 D26 数字 GPIO 26
A000062-datasheet.pdf,5 D28 数字 GPIO 28
A000062-datasheet.pdf,6 D30 数字 GPIO 30
A000062-datasheet.pdf,7 D32 数字 GPIO 32
A000062-datasheet.pdf,8 D34 数字 GPIO 34
A000062-datasheet.pdf,9 D36 数字 GPIO 36
A000062-datasheet.pdf,10 D38 数字 GPIO 38
A000062-datasheet.pdf,11 D40 数字 GPIO 40
A000062-datasheet.pdf,12 D42 数字 GPIO 42
A000062-datasheet.pdf,13 D44 数字 GPIO 44
A000062-datasheet.pdf,14 D46 数字 GPIO 46
A000062-datasheet.pdf,15 D48 数字 GPIO 48
A000062-datasheet.pdf,16 D50 数字 GPIO 50
A000062-datasheet.pdf,17 D52 数字 GPIO 52
A000062-datasheet.pdf,18 GND 电源 接地
A000062-datasheet.pdf,D22 - D53 LHS 引脚布局
A000062-datasheet.pdf,Arduino® Due
A000062-datasheet.pdf,36 / 50 Arduino® Due Modiﬁed: 23/04/202516.2.5 数字引脚  D22 - D53 LHS
A000062-datasheet.pdf,引脚 功能 类型 描述
A000062-datasheet.pdf,1 +5V 电源 +5V 电源轨
A000062-datasheet.pdf,2 D23 数字 GPIO 23
A000062-datasheet.pdf,3 D25 数字 GPIO 25
A000062-datasheet.pdf,4 D27 数字 GPIO 27
A000062-datasheet.pdf,5 D29 数字 GPIO 29
A000062-datasheet.pdf,6 D31 数字 GPIO 31
A000062-datasheet.pdf,7 D33 数字 GPIO 33
A000062-datasheet.pdf,8 D35 数字 GPIO 35
